"latitude","longitude","name","stn"
"37.617","78.283","PISHAN","518180"
"37.133","79.933","HOTAN","518280"
"37.067","82.717","MINFENG","518390"
"37.933","83.65","ANDIR","518480"
"38.15","85.55","QIEMO/QARQAN","518550"
"38.25","90.85","MANGNAI","518860"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","518950"
"36.867","81.7","YUTIAN/KERIYA","519310"
"43.6","95.133","NAOMAOHU","521120"
"43.267","94.7","YIWU","521180"
"42.817","93.517","HAMI","522030"
"41.95","101.067","EJIN QI","522670"
"41.783","95.133","XING-XING-XIA","523130"
"41.8","97.033","MAZONG SHAN","523230"
"41.367","102.367","GUAIZIHU","523780"
"41.75","103.967","PANG-TING-TO-TO-KAI","523910"
"40.15","94.683","DUNHUANG","524180"
"40.5","96","AN-XI","524240"
"40.267","97.033","YUMENZHEN","524360"
"40.717","98.617","BEI-SHAN","524410"
"40.4","99.8","SHUANGCHENGTZU","524460"
"40.75","104.5","BAYAN MOD","524950"
"39.767","98.483","JIUQUAN","525330"
"36.017","103.75","ZHONGCHUAN","525331"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","525460"
"39.383","102.833","LAI-YEN-CH`IH","525760"
"38.833","93.383","LENGHU","526020"
"38.8","98.417","TUO-LE","526330"
"38.817","100.4","ZHANG-YE/SOUTH","526510"
"38.933","100.433","ZHANGYE","526520"
"38.8","101.083","SHAN-DAN","526610"
"38.467","102.183","JIN-CHANG","526740"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","526790"
"38.633","103.083","MINQIN","526810"
"37.067","92.867","T`A-ERH-TING","527070"
"37.85","95.367","DA-QAIDAM","527130"
"37.367","97.367","DELINGHA","527370"
"37.333","100.133","GANGCA","527540"
"37.367","101.617","HAO-MEN","527650"
"37.2","102.867","WUSHAOLING","527870"
"36.417","94.9","GOLMUD","528180"
"36.45","96.467","NUO-MU-HONG","528250"
"36.3","98.1","DULAN","528360"
"36.783","99.083","CHA-KA","528420"
"36.35","100.783","GONGHE","528560"
"36.617","101.767","XINING","528660"
"35.217","93.083","WUDAOLIANG","529080"
"35.583","100.75","GUINAN","529550"
"35.267","100.65","TONGDE","529570"
"35.867","104.15","YU ZHONG","529830"
"35.383","105","HUAJIALING","529960"
"43.65","112","ERENHOT","530680"
"44.617","114.15","NARAN BULAG","530830"
"42.533","110.133","MANDAL","531490"
"44.017","114.95","ABAG QI","531920"
"41.45","106.383","HAILS","532310"
"42.4","112.9","JURH","532760"
"41.567","108.517","HALIUT","533360"
"41.7","110.433","BAILING-MIAO","533520"
"41.9","114","HUADE","533910"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","534200"
"40.567","109.983","BAOTOU","534460"
"40.817","111.683","HOHHOT","534630"
"41.033","113.067","JINING","534800"
"40.1","113.333","DATONG","534870"
"39.783","105.75","JARTAI","535020"
"40.767","107.4","LINHE","535130"
"39.1","107.983","OTOG QI","535290"
"39.833","109.983","DONGSHENG","535430"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","535460"
"39.383","111.15","HEQU","535640"
"38.95","113.517","WUTAI SHAN","535880"
"39.833","114.567","YU XIAN","535930"
"38.467","106.2","YINCHUAN","536140"
"38.233","109.7","YULIN","536460"
"38.75","112.7","YUANPING","536730"
"38.033","114.417","SHIJIAZHUANG","536980"
"37.483","105.683","ZHONGNING","537050"
"37.8","107.383","YANCHI","537230"
"37.15","108.383","PIN-KOU-MEN","537380"
"37.5","111.1","LISHI","537640"
"37.783","112.55","TAIYUAN","537720"
"37.067","112.983","YUSHE","537870"
"37.067","114.5","XINGTAI","537980"
"36.767","107.2","HUNG-TE","538210"
"36.6","109.5","YAN AN","538450"
"37.033","111.917","JIEXIU","538630"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","538680"
"36.2","113.117","CHANG-ZHI","538870"
"36.05","114.4","ANYANG","538980"
"35.55","106.667","PINGLIANG","539150"
"35.733","107.633","XIFENGZHEN","539230"
"35.217","107.8","CHANG-WU","539290"
"35.167","109.05","TONGCHUAN","539470"
"35.05","111.05","YUNCHENG","539590"
"35.483","112.4","YANGCHENG","539750"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","539860"
"44.583","117.6","XI UJIMQIN QI","540120"
"44.567","120.9","JARUD QI","540260"
"43.983","119.4","LINDONG","540270"
"44.25","123.967","CHANGLING","540490"
"44.567","129.6","MUDANJIANG","540940"
"44.383","131.15","SUIFENHE","540960"
"43.95","116.117","XILIN HOT","541020"
"43.6","118.067","LINXI","541150"
"43.6","122.267","TONGLIAO","541350"
"43.183","124.333","SIPING","541570"
"43.9","125.217","CHANGCHUN","541610"
"46.017","126.583","HARBIN TAIPING","541611"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","541810"
"43.367","128.199","DUNHUA","541860"
"42.183","116.467","DUOLUN","542080"
"42.267","118.967","CHIFENG","542180"
"42.333","120.7","BUGT","542260"
"42.417","122.533","ZHANGWU","542360"
"42","121.633","FUXIN","542370"
"42.1","124.95","QINGYUAN","542590"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","542660"
"42.983","126.75","HUADIAN","542730"
"42.867","129.5","YANJI","542920"
"41.217","116.633","FENGNING","543080"
"41.933","117.75","WEICHANG","543110"
"41.55","120.45","CHAOYANG","543240"
"41.133","121.117","JINZHOU","543370"
"41.733","123.517","SHENYANG","543420"
"41.633","123.483","TAOXIAN","543424"
"41.317","123.783","BENXI","543460"
"41.717","126.917","LINJIANG","543740"
"41.1","126.15","JIAN","543770"
"41.35","128.167","CHANGBAI","543860"
"40.783","114.883","ZHANGJIAKOU","544010"
"40.4","115.5","HUAILAI","544050"
"40.983","117.95","CHENGDE","544230"
"40.4","118.95","QINGLONG","544360"
"40","119.75","SHAN-HAI-KUAN","544490"
"40.667","122.2","YINGKOU","544710"
"40.883","123.9","CAOHEKOU","544830"
"40.717","124.783","KUANDIAN","544930"
"40.05","124.333","DANDONG","544970"
"39.933","116.283","BEIJING","545110"
"39.1","117.167","TIANJIN","545270"
"39.117","117.333","BINHAI","545273"
"39.667","118.15","TANGSHAN","545340"
"39.433","118.9","LETING","545390"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","545840"
"39.05","123.217","HAIYANG DAO","545870"
"38.85","115.567","BAODING","546020"
"38.333","116.833","CANGZHOU","546160"
"38.083","116.55","POTOU","546180"
"38.167","120.767","TUOJI ISLAND","546560"
"38.9","121.633","DALIAN","546620"
"37.367","115.383","NANGONG","547050"
"37.433","116.317","DEZHOU","547140"
"37.333","116.567","LINGXIAN","547150"
"37.5","117.533","HUIMIN","547250"
"37.933","120.717","CHANG DAO","547510"
"37.617","120.317","LONGKOU","547530"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","547650"
"37.4","122.683","CHENGSHANTOU","547760"
"36.233","115.667","XINXIAN","548080"
"36.6","117.05","JINAN","548230"
"36.25","117.1","TAI SHAN","548260"
"36.183","118.15","YIYUAN","548360"
"36.767","119.183","WEIFANG","548430"
"36.067","120.333","QINGDAO","548570"
"36.767","121.167","HAIYANG","548630"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","548710"
"35.25","115.433","HEZE/CAOZHOU","549060"
"35.067","115.567","DINGTAO","549090"
"35.567","116.85","YANZHOU","549160"
"35.25","117.95","FEZXZAN","549290"
"35.05","118.35","LINYI","549380"
"35.433","119.533","RIZHAO","549450"
"32.5","80.083","SHIQUANHE","552280"
"31.367","90.017","BAINGOIN","552790"
"31.483","92.067","NAGQU","552990"
"30.95","88.633","XAINZA","554720"
"29.25","88.883","XIGAZE","555780"
"29.667","91.133","LHASA","555910"
"28.633","87.083","TINGRI","556640"
"28.417","92.467","LHUNZE","556960"
"27.733","89.083","PAGRI","557730"
"34.217","92.433","TUOTUOHE","560040"
"32.9","95.3","ZADOI","560180"
"34.133","95.783","QUMARLEB","560210"
"33.017","97.017","YUSHU","560290"
"34.917","98.217","MADOI","560330"
"33.8","97.133","QINGSHUI-HE","560340"
"33.75","99.65","DARLAG","560460"
"34.733","101.6","HENAN","560650"
"33.467","101.483","JIGZHI","560670"
"33.583","102.967","RUOERGAI","560790"
"35","102.9","HEZUO","560800"
"34.717","104.883","WU-SHAN","560930"
"33.4","104.917","WUDU","560960"
"31.883","93.783","SOG XIAN","561060"
"31.417","95.6","DENGQEN","561160"
"32.25","96.217","NANGQEN","561250"
"31.15","97.167","QAMDO","561370"
"31.8","98.567","DEGE","561440"
"31.617","100","GARZE","561460"
"32.283","100.333","SERTAR","561520"
"30.983","101.117","DAWU","561670"
"31.9","102.233","BARKAM","561720"
"31.85","102.7","MA-TANG","561730"
"31.017","102.367","XIAO-JIN","561780"
"32.65","103.567","SONGPAN","561820"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","561830"
"30.7","103.833","WENJIANG","561870"
"32.417","104.517","PINGWU","561930"
"31.45","104.733","MIANYANG","561960"
"30","99.1","BATANG","562470"
"30","100.267","LITANG","562570"
"29.983","103","YAAN","562870"
"30.667","104.017","CHENGDU","562940"
"29.567","94.467","NYINGCHI","563120"
"29.05","100.3","DAOCHENG","563570"
"30.05","101.967","KANGDING","563740"
"29.517","103.333","EMEI SHAN","563850"
"28.45","98.883","DEQEN","564440"
"29","101.5","JIULONG","564620"
"28.8","104.6","YIBIN","564920"
"27.9","102.267","XICHANG","565710"
"27.333","103.75","ZHAOTONG","565860"
"26.833","100.467","LIJING","566510"
"26.65","102.25","HUILI","566710"
"26.417","103.283","HUIZE","566840"
"26.867","104.283","WEINING","566910"
"25.117","98.483","TENGCHONG","567390"
"25.117","99.183","BAOSHAN","567480"
"25.7","100.183","DALI","567510"
"25.733","101.867","YUANMOU","567630"
"25.017","101.517","CHUXIONG","567680"
"25.017","102.683","KUNMING","567780"
"25.583","103.833","ZHANYI","567860"
"24.017","97.833","RUILI","568380"
"24.533","103.767","LUXI","568860"
"23.567","99.083","MENGDING","569450"
"23.55","99.4","GENGMA","569460"
"23.95","100.217","LINCANG","569510"
"22.567","99.933","LANCANG","569540"
"22","100.783","JINGHONG","569590"
"22.767","100.983","SIMAO","569640"
"23.6","101.983","YUANJIANG","569660"
"21.5","101.583","MENGLA","569690"
"22.617","101.817","JIANGCHENG","569770"
"23.383","103.383","MENGZI","569850"
"23.583","103.867","DEHOUJIE","569860"
"34.583","105.75","TIANSHUI","570060"
"34.567","105.867","BEIDAO","570140"
"34.35","107.133","BAOJI","570160"
"34.8","107.867","CUI-MU","570230"
"34.517","107.383","FENGXIANG","570250"
"34.3","108.933","XIAN","570360"
"34.483","110.083","HUA SHAN","570460"
"34.05","111.033","LUSHI","570670"
"34.817","112.433","MENGJIN","570710"
"34.667","112.417","LUO-YANG","570730"
"34.717","113.65","ZHENGZHOU","570830"
"33.75","105.75","CHENG-XIAN","571060"
"33.067","107.033","HANZHONG","571270"
"34.433","108.967","JINGHE","571310"
"33.45","108.25","WEN-HUANG-PING","571340"
"33.417","109.15","CHEN-AN","571440"
"33.033","112.583","NANYANG","571780"
"33.783","114.517","XIHUA","571930"
"32.067","108.033","WANYUAN","572370"
"32.717","109.033","ANKANG","572450"
"32.033","110.767","FANGXIAN","572590"
"32.383","111.667","GUANGHUA","572650"
"32.15","112.667","ZAOYANG","572790"
"33","114.017","ZHUMADIAN","572900"
"32.133","114.05","XINYANG","572970"
"31.583","105.967","LANGZHONG","573060"
"31.2","107.5","DA XIAN","573280"
"31.017","109.533","FENGJIE","573480"
"31.167","112.567","ZHONGXIANG","573780"
"31.183","114.967","MACHENG","573990"
"30.8","106.083","NANCHONG","574110"
"30.683","107.8","LIANGPING","574260"
"30.283","109.467","ENSHI","574470"
"30.7","111.3","YICHANG","574610"
"30.333","112.183","JIANGLING","574760"
"30.617","114.133","WUHAN","574940"
"18.3","109.417","SANYA FENGHUANG","574941"
"29.583","105.05","NEIJIANG","575040"
"29.517","106.483","CHONG-QING","575150"
"29.583","106.467","CHONGQING","575160"
"29.4","110.167","SANGZHI","575540"
"29.383","113.083","YUEYANG","575840"
"29.033","114.583","XIUSHUI","575980"
"28.883","105.433","LUZHOU","576020"
"28.783","105.383","NAXI","576040"
"28.95","107.15","JINFO SHAN (MOUNT)","576220"
"28.833","108.767","YOUYANG","576330"
"28.467","110.4","YUANLING","576550"
"29.05","111.683","CHANGDE","576620"
"28.2","113.083","CHANGSHA","576790"
"28.233","112.867","CHANGSHA","576870"
"27.3","105.233","BIJIE","577070"
"27.7","106.883","ZUNYI","577130"
"27.95","108.25","SINAN","577310"
"27.45","109.683","ZHIJIANG","577450"
"27.233","111.467","SHAOYANG","577660"
"27.3","112.7","NANYUE","577760"
"27.8","114.383","YICHUN","577930"
"27.117","114.967","JIAN","577990"
"26.583","106.733","GUIYANG","578160"
"26.967","108.667","SANSUI","578320"
"26.167","109.783","TONGDAO","578450"
"26.733","110.633","WUGANG","578530"
"26.233","111.617","LINGLING","578660"
"25.433","105.183","XINGREN","579020"
"25.433","106.767","LUODIAN","579160"
"25.833","107.55","DUSHAN","579220"
"25.967","108.533","RONGJIANG","579320"
"25.333","110.3","GUILIN","579570"
"25.8","113.033","CHENZHOU","579720"
"25.867","115","GANZHOU","579930"
"34.283","117.15","XUZHOU","580270"
"34.833","119.133","GANYU","580400"
"33.883","115.767","BOXIAN","581020"
"33.667","119.033","HUAIYIN","581410"
"33.6","119.033","QINGJIANG","581440"
"33.767","120.25","SHEYANG","581500"
"32.867","115.733","FUYANG","582030"
"32.167","115.667","GUSHI","582080"
"32.95","117.367","BENGBU","582210"
"32","118.8","NANJING","582380"
"32.85","120.283","DONGTAI","582510"
"32.067","121.6","LUSI","582650"
"31.4","116.333","HUOSHAN","583140"
"31.867","117.233","HEFEI","583210"
"31.133","121.783","PUDONG","583211"
"31.333","118.35","WU-HU","583340"
"31.333","118.35","WUHU","583380"
"31.767","119.95","CHANGZHOU","583430"
"31.433","119.483","LIYANG","583450"
"31.4","121.467","SHANGHAI","583620"
"31.167","121.433","SHANGHAI/HONGQIAO","583670"
"30.533","117.05","ANQING","584240"
"30.133","118.15","HUANG SHAN","584370"
"30.35","119.417","TIANMU SHAN (MTNS)","584450"
"30.233","120.167","HANGZHOU","584570"
"30.733","122.45","SHENGSI","584720"
"30.717","122.817","SHENG SHANG","584730"
"30.033","122.117","DINGHAI","584770"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","585020"
"29.583","115.983","LU SHAN","585060"
"29.3","117.2","JINGDEZHEN","585270"
"29.6","120.817","SHENGXIAN","585560"
"29.2","121.95","SHIPU","585690"
"28.6","115.917","NANCHANG","586060"
"28.967","118.867","QU XIAN","586330"
"28.45","119.917","LISHUI","586460"
"28.817","120.917","KUOCANG SHAN","586530"
"28.017","120.667","WENZHOU","586590"
"28.85","121.133","LINHAI","586600"
"28.617","121.417","HONGJIA","586650"
"28.45","121.883","DACHEN DAO","586660"
"27.583","116.65","NANCHENG","587150"
"27.333","117.467","SHAOWU","587250"
"27.95","117.833","QIXIAN SHAN","587260"
"27.767","118.033","WUYISHAN","587300"
"27.917","118.533","PUCHENG","587310"
"27.783","120.65","RUIAN","587520"
"27.333","120.2","FUDING","587540"
"27.467","121.05","NANJI SHAN","587650"
"26.85","116.333","GUANGCHANG","588130"
"26.633","118","NANPING","588340"
"26.083","119.283","FUZHOU","588470"
"26.167","119.933","MAZU","588490"
"27","120.7","TAISHAN","588530"
"25.85","116.367","CHANGTING","589110"
"25.967","117.35","YONGAN","589210"
"25.3","117.4","ZHANG PING","589260"
"25.1","117.017","LONGYAN","589270"
"25.717","118.1","JIUXIAN SHAN","589310"
"25.517","119.783","PINGTAN","589440"
"25.05","121.217","TAOYUAN","589650"
"25.033","121.517","TAIBEI","589680"
"25.633","122.067","PENGJIA YU","589740"
"24.067","105.067","GUANGNAN","590070"
"24.7","108.05","HECHI","590230"
"24.35","109.4","LIUZHOU","590460"
"24.2","110.517","MENGSHAN","590580"
"24.783","112.383","LIAN XIAN","590720"
"24.8","113.583","SHAOGUAN","590820"
"23.867","113.533","FOGANG","590870"
"24.367","114.483","LIANPING","590960"
"24.95","115.65","XUNWU","591020"
"24.3","116.117","MEI XIAN","591170"
"24.483","118.083","XIAMEN","591340"
"24.15","120.683","TAIZHONG","591580"
"23.3","105.95","NAPO","592090"
"23.9","106.6","BAISE","592110"
"23.4","110.083","GUIPING","592540"
"23.483","111.3","WUZHOU","592650"
"23.05","112.467","GAOYAO","592780"
"23.167","113.333","GUANGZHOU","592870"
"28.233","112.867","CHANGSHA HUANGHUA","592871"
"23.8","114.733","HEYUAN","592930"
"23.4","116.683","SHANTOU","593160"
"-26.317","-70.617","DATSAV3 VIRT STATION (CHILE)","593210"
"23.517","119.567","MAGONG","593450"
"23.517","120.8","ALI SHAN","593530"
"23","120.217","TAINAN","593580"
"24.017","121.617","HUALIAN","593620"
"22.367","106.75","LONGZHOU","594170"
"22.633","108.217","NANNING","594310"
"22.35","110.933","XINYI","594560"
"22.267","112.783","TAI-SHAN","594780"
"22.55","114.1","SHENZHEN","594930"
"22.783","115.367","SHANWEI","595010"
"22","120.75","HENGCHUN","595590"
"22.75","121.15","TAIDONG","595620"
"22.033","121.55","LAN YU","595670"
"21.95","108.617","QINZHOU","596320"
"21.483","109.1","BEIHAI","596440"
"21.033","109.117","WEI-ZHOU ISLAND","596470"
"21.217","110.4","ZHANJIANG","596580"
"21.867","111.967","YANGJIANG","596630"
"21.733","112.767","SHANGCHUAN DAO","596730"
"20.033","110.35","HAIKOU","597580"
"20.667","116.717","DONGSHA DAO","597920"
"19.1","108.617","DONGFANG","598380"
"19.517","109.583","DANXIAN","598450"
"19.233","110.467","QIONGHAI","598550"
"18.233","109.517","YAXIAN","599480"
"16.833","112.333","XISHA DAO","599810"
"16.533","111.617","SANHU DAO","599850"
"10.383","114.367","NANSHA DAO","599970"
"27.817","-17.883","HIERRO/AEROPUERTO","600010"
"28.617","-17.75","LA PALMA/AEROPUERTO","600050"
"28.033","-17.217","LA GOMERA/AEROPUERT","600070"
"28.467","-16.317","TENERIFE/LOS RODEOS","600150"
"28.45","-16.25","STA. CRUZ DE TENERI","600200"
"28.417","-16.75","TENEIFE SUR","600214"
"28.05","-16.567","TENERIFE SUR","600250"
"27.933","-15.383","LAS PALMAS DE GRAN","600300"
"27.167","-13.217","EL AAYOUNE","600330"
"28.45","-13.867","FUERTEVENTURA/AEROP","600350"
"28.95","-13.6","LANZAROTE/AEROPUERT","600400"
"23.717","-15.933","DAKHLA","600960"
"35.733","-5.9","TANGER (AERODROME)","601010"
"35.183","-6.133","LARACHE","601050"
"35.183","-3.85","AL HOCEIMA","601070"
"34.783","-1.933","OUJDA","601150"
"34.217","-4","TAZA","601270"
"34.05","-6.767","RABAT-SALE","601350"
"34.233","-6.05","SIDI SLIMANE","601360"
"33.933","-4.983","FES-SAIS","601410"
"33.883","-5.533","MEKNES","601500"
"33.567","-7.667","CASABLANCA","601550"
"33.367","-7.583","NOUASSEUR","601560"
"33.5","-5.167","IFRANE","601600"
"32.283","-9.233","SAFI","601850"
"32.533","-6.283","KASBA-TADLA","601900"
"32.366","-6.4","BENI-MELLAL","601910"
"34.983","-3.017","ARWI","602001"
"-10.583","142.3","DATSAV3 VIRT STATION (CORAL SEA ISLANDS)","602051"
"31.933","-4.4","ERRACHIDIA","602100"
"31.517","-9.783","ESSAOUIRA","602200"
"31.617","-8.032","MARRAKECH","602300"
"30.383","-9.567","AGADIR","602500"
"30.317","-9.4","AGADIR AL MASSIRA","602520"
"30.933","-6.9","OUARZAZATE","602650"
"35.583","-5.333","TETUAN/SANIA RAMEL","603180"
"35.283","-2.95","MELILLA","603380"
"34.983","-3.017","NADOR-AROUI","603400"
"36.8","5.883","JIJEL-ACHOUAT","603510"
"36.883","6.9","SKIKDA","603550"
"36.833","7.817","ANNABA","603600"
"36.683","3.217","DAR-EL-BEIDA","603900"
"36.717","5.067","BEJAIA-AEROPORT","604020"
"36.283","6.617","CONSTANTINE","604190"
"36.183","5.25","SETIF","604450"
"35.817","-0.267","ARZEW","604520"
"35.883","0.117","MOSTAGANEM","604570"
"32.917","3.3","HASSI R MEL","604591"
"35.75","6.317","BATNA","604680"
"35.417","8.117","TEBESSA","604750"
"35.633","-0.6","ORAN-SENIA","604900"
"35.733","0.55","RELIZANE","604920"
"35.217","0.15","MASCARA-GHRISS","605070"
"35.35","1.467","TIARET","605110"
"34.8","5.733","BISKRA","605250"
"35.017","-1.467","TLEMCEN-ZENATA","605310"
"34.333","3.383","DJELFA","605350"
"34.867","0.15","SAIDA","605360"
"33.767","2.933","LAGHOUAT","605450"
"33.583","-0.283","MECHERIA","605490"
"33.667","1","EL-BAYADH","605500"
"33.117","6.133","TOUGGOURT","605550"
"33.5","6.783","EL-OUED","605590"
"32.4","3.8","GHARDAIA","605660"
"31.5","-2.25","BECHAR","605710"
"31.933","5.4","OUARGLA","605800"
"30.567","2.867","EL-GOLEA","605900"
"28.05","9.633","IN-AMENAS","606110"
"26.5","8.417","ILLIZI","606400"
"24.267","9.467","DJANET","606700"
"22.8","5.433","TAMANRASSET","606800"
"22.8","5.45","TAMANRASSET","606805"
"36.95","8.75","TABARKA","607100"
"37.25","9.8","BIZERTE","607140"
"36.833","10.233","TUNIS-CARTHAGE","607150"
"36.85","11.083","KELIBIA","607200"
"36.483","8.8","JENDOUBA","607250"
"36.467","10.7","NABEUL","607280"
"36.067","9.367","SILIANA","607340"
"35.667","10.1","KAIROUAN","607350"
"35.55","8.683","THALA","607380"
"35.667","10.75","MONASTIR-SKANES","607400"
"35.767","10.75","HABIB BOURGUIBA","607401"
"35.75","10.75","HABIB BOURGUIBA INT","607403"
"34.417","8.817","GAFSA","607450"
"35","9.483","SIDI BOUZID","607480"
"34.717","10.683","SFAX EL-MAOU","607500"
"33.917","8.167","TOZEUR","607600"
"33.883","10.1","GABES","607650"
"33.867","10.767","DJERBA MELLITA","607690"
"33.35","10.483","MEDENINE","607700"
"32.317","10.4","REMADA","607750"
"16.967","7.967","AGADEZ","610240"
"14.2","1.45","TILLABERY","610360"
